OBJECTID,wdpaid,en_name,PATH,ROW,Shape_Length,Shape_Area
306,4328,Kahuzi-Biega National Park,50,182,4.292125207735257,0.236374830147295
307,4328,Kahuzi-Biega National Park,50,183,2.567525515909461,0.302761106614180
308,4328,Kahuzi-Biega National Park,173,61,0.394015148226674,0.006039559537070
309,4328,Kahuzi-Biega National Park,173,62,3.109441230301020,0.106729125148220
310,4328,Kahuzi-Biega National Park,174,61,3.267004776990220,0.348262839367187
311,4328,Kahuzi-Biega National Park,174,62,2.725168778644819,0.169078104187590
312,4999,Tassili n'Ajjer,56,200,0.391499176083766,0.004046498613849
313,4999,Tassili n'Ajjer,56,201,0.019859706848938,0.000010246215231
314,4999,Tassili n'Ajjer,57,200,3.609041659867089,0.669481662779190
315,4999,Tassili n'Ajjer,57,201,5.383082891631505,0.957942938861060
316,4999,Tassili n'Ajjer,57,202,1.233273252654158,0.030118539285475
317,4999,Tassili n'Ajjer,58,200,1.430567007009149,0.083159529864289
318,4999,Tassili n'Ajjer,58,201,6.057742045365664,1.381981415508621
319,4999,Tassili n'Ajjer,58,202,6.081981582840549,1.752290130728565
320,4999,Tassili n'Ajjer,59,201,3.402002506433875,0.466732223137738
321,4999,Tassili n'Ajjer,59,202,6.238467359579231,2.010922427998253
322,4999,Tassili n'Ajjer,59,203,0.507190612864017,0.012731389628714
323,4999,Tassili n'Ajjer,60,201,0.097410848047232,0.000342052249947
324,4999,Tassili n'Ajjer,60,202,5.116627288747409,0.781863318748551
325,4999,Tassili n'Ajjer,61,202,0.682519382833677,0.015799535253729
326,4999,Tassili n'Ajjer,188,43,2.792436249259195,0.363783420632442
327,4999,Tassili n'Ajjer,188,44,3.292455920341013,0.656403573660152
328,4999,Tassili n'Ajjer,189,42,1.323303289624337,0.079205269983254
329,4999,Tassili n'Ajjer,189,43,5.870546610691889,1.401624890269692
330,4999,Tassili n'Ajjer,189,44,1.977089366452870,0.185848164772956
331,4999,Tassili n'Ajjer,190,42,6.100566825117424,1.805819466357822
332,4999,Tassili n'Ajjer,190,43,5.368694302093089,1.014046030574399
333,4999,Tassili n'Ajjer,191,42,6.394593045187087,2.036131948495060
334,4999,Tassili n'Ajjer,191,43,1.953599860658676,0.183049994170670
335,4999,Tassili n'Ajjer,192,41,0.571232961417673,0.017569045007660
336,4999,Tassili n'Ajjer,192,42,5.628628197576475,0.797129293725585
337,4999,Tassili n'Ajjer,193,42,0.979359964417575,0.064906436458519
338,5000,Tasmanian Wilderness,90,89,4.307498056648157,0.100038523963198
339,5000,Tasmanian Wilderness,90,90,12.653660164213107,0.701041636887944
340,5000,Tasmanian Wilderness,91,89,12.147792769668653,0.754138348028393
341,5000,Tasmanian Wilderness,91,90,17.965655127030093,1.005260723898058
342,5000,Tasmanian Wilderness,92,89,0.678494159028949,0.012007053794228
343,5000,Tasmanian Wilderness,212,154,6.472834062450346,0.209878711262713
344,5000,Tasmanian Wilderness,212,155,8.931598475590153,0.255288060864641
345,5000,Tasmanian Wilderness,213,153,0.008920197481077,0.000002117325246
346,5000,Tasmanian Wilderness,213,154,19.423657383305201,1.077956785109234
347,5000,Tasmanian Wilderness,213,155,10.815703766006376,0.724826437847274
348,5000,Tasmanian Wilderness,214,154,3.979181619513756,0.085170825149982
349,5000,Tasmanian Wilderness,214,155,0.344741758629850,0.005884215845235
