OBJECTID,wdpaid,en_name,PATH,ROW,Shape_Length,Shape_Area
350,5001,Lord Howe Island Group,84,82,1.499980000846395,0.138884862649512
351,5001,Lord Howe Island Group,85,82,1.478969298941801,0.137762146312788
352,5001,Lord Howe Island Group,202,162,1.499980000846395,0.138884862649512
353,5001,Lord Howe Island Group,203,162,1.212304773225701,0.075647927878336
354,5002,Río Plátano Biosphere Reserve,16,49,2.964829334021178,0.315353800113815
355,5002,Río Plátano Biosphere Reserve,16,50,1.536095139568783,0.105811459540288
356,5002,Río Plátano Biosphere Reserve,17,49,2.654134276535817,0.169066986370562
357,5002,Río Plátano Biosphere Reserve,17,50,0.930233845072809,0.031893722799720
358,5002,Río Plátano Biosphere Reserve,120,195,2.204611358531543,0.200241582276470
359,5002,Río Plátano Biosphere Reserve,121,194,1.815574562412235,0.114066943869532
360,5002,Río Plátano Biosphere Reserve,121,195,2.651989435456765,0.240828175955246
361,5003,Taï National Park,71,188,2.387225225828808,0.190260194213729
362,5003,Taï National Park,72,187,0.238819167096373,0.001859351182292
363,5003,Taï National Park,72,188,2.710905077221954,0.232208201370075
364,5003,Taï National Park,197,56,2.049937317680991,0.113135524692565
365,5003,Taï National Park,197,57,0.019294379250693,0.000007325411964
366,5003,Taï National Park,198,56,2.700232917328655,0.268973350228573
367,5004,Aldabra Atoll,39,177,0.821029145189549,0.034376840234792
368,5004,Aldabra Atoll,39,178,0.770089458025547,0.023129944014528
369,5004,Aldabra Atoll,161,66,0.787190246341937,0.030099459491158
370,5004,Aldabra Atoll,161,67,0.805394073723588,0.027841432037316
371,5005,Selous Game Reserve,44,178,4.552305761314369,1.219334683882524
372,5005,Selous Game Reserve,44,179,3.456411186256319,0.556617303482618
373,5005,Selous Game Reserve,45,177,5.205186407621913,0.970344632638988
374,5005,Selous Game Reserve,45,178,6.499621008446615,1.419120293318197
375,5005,Selous Game Reserve,45,179,1.655731829424062,0.096976543962584
376,5005,Selous Game Reserve,46,177,2.322412899047267,0.226292743204778
377,5005,Selous Game Reserve,46,178,0.255225355375278,0.001995628623477
378,5005,Selous Game Reserve,166,65,2.218856344903182,0.206588543206988
379,5005,Selous Game Reserve,166,66,4.370714769253668,1.033249142294439
380,5005,Selous Game Reserve,166,67,0.622689734799870,0.009966244779373
381,5005,Selous Game Reserve,167,65,3.563658680179169,0.511381067518050
382,5005,Selous Game Reserve,167,66,6.540229047277435,1.531763367762437
383,5005,Selous Game Reserve,167,67,5.237936250875797,1.108043605461084
384,5005,Selous Game Reserve,168,66,0.456437802680937,0.003542219343871
385,5005,Selous Game Reserve,168,67,0.853886646468413,0.013345993058080
386,9545,Comoé National Park,68,190,1.452617686927141,0.046491868065311
387,9545,Comoé National Park,68,191,0.529737158171525,0.011386019728704
388,9545,Comoé National Park,69,190,4.272516011959492,0.833649686714662
389,9545,Comoé National Park,69,191,2.475301606385551,0.182786385339626
390,9545,Comoé National Park,195,54,1.508934905531140,0.073050614479764
391,9545,Comoé National Park,196,53,2.604827154934297,0.224621060182212
392,9545,Comoé National Park,196,54,4.326985782339929,0.807870357165943
393,9612,Srebarna Nature Reserve,43,215,0.181637202128448,0.000719750451203
394,9612,Srebarna Nature Reserve,182,29,0.181637202128448,0.000719750451203
395,9613,Pirin National Park,46,213,2.410328858899764,0.042465522939322
396,9613,Pirin National Park,183,31,2.273134322318678,0.040468487449775
397,9613,Pirin National Park,184,31,2.410328858899764,0.042465522939322
398,9614,Sangay National Park,9,61,1.619347426705985,0.043649317319900
399,9614,Sangay National Park,9,62,0.499407811876154,0.014092578869235
400,9614,Sangay National Park,10,61,3.353558089876182,0.204000789141962
401,9614,Sangay National Park,10,62,0.179869532688328,0.001043890645327
402,9614,Sangay National Park,118,183,1.592534430884819,0.049022229476695
403,9614,Sangay National Park,119,182,1.230756705975167,0.031052142159928
404,9614,Sangay National Park,119,183,3.035568293365834,0.192507773845353
405,9617,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",55,213,1.127138569485975,0.013045235925912
406,9617,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",55,214,0.360059543650683,0.003893125872986
407,9617,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",56,213,1.127138569485975,0.013045235925912
408,9617,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",193,31,1.127138569485975,0.013045235925912
409,9617,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",194,30,0.679022765835354,0.010213291924021
410,9617,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",194,31,1.032153324636512,0.011621768554541
411,9623,Historic Sanctuary of Machu Picchu,4,69,0.901586724066960,0.031076675211064
412,9623,Historic Sanctuary of Machu Picchu,116,175,0.901586724066960,0.031076675211064
413,9623,Historic Sanctuary of Machu Picchu,117,175,0.758657465762171,0.021043423001431
414,9628,Vallée de Mai Nature Reserve,32,181,0.014223521850927,0.000005644299348
415,9628,Vallée de Mai Nature Reserve,155,63,0.014223521850927,0.000005644299348
416,9628,Vallée de Mai Nature Reserve,156,63,0.014223521850927,0.000005644299348
417,9632,Great Smoky Mountains National Park,18,35,2.368198354978118,0.119304717240930
418,9632,Great Smoky Mountains National Park,18,36,0.939579868721403,0.008600011787772
419,9632,Great Smoky Mountains National Park,19,35,4.050209179507106,0.203321908060768
420,9632,Great Smoky Mountains National Park,116,209,4.050209179507106,0.203321908060768
421,9632,Great Smoky Mountains National Park,117,208,1.855784189463850,0.013984720905351
422,9632,Great Smoky Mountains National Park,117,209,2.767322650919319,0.104882746312649
423,10744,Kaziranga National Park,3,202,1.151106645231627,0.023363411682523
424,10744,Kaziranga National Park,3,203,1.205724864290228,0.039183230448834
425,10744,Kaziranga National Park,4,202,0.801667388045721,0.019608686887903
426,10744,Kaziranga National Park,135,42,0.709232962675421,0.020299512275818
427,10744,Kaziranga National Park,136,41,1.023564764589252,0.034545658735107
428,10744,Kaziranga National Park,136,42,0.954147925346106,0.021458718259197
429,10745,Manas Wildlife Sanctuary,5,202,0.981773077227441,0.033284558826316
430,10745,Manas Wildlife Sanctuary,5,203,0.932088834941425,0.033188753955895
431,10745,Manas Wildlife Sanctuary,137,41,0.893395883068993,0.025713967770403
432,10745,Manas Wildlife Sanctuary,137,42,0.998428692268397,0.037637792718072
433,10746,Keoladeo National Park,13,203,0.252807208454191,0.002675971028005
434,10746,Keoladeo National Park,14,203,0.252807208454191,0.002675971028005
435,10746,Keoladeo National Park,146,41,0.252807208454191,0.002675971028005
436,10747,Huascarán National Park,8,66,2.479052930088598,0.161811402006669
437,10747,Huascarán National Park,8,67,2.137834735113599,0.138220374902435
438,10747,Huascarán National Park,119,177,2.157224012333765,0.136851092130736
439,10747,Huascarán National Park,119,178,2.468679484305211,0.163345427826562
440,10901,Iguazu National Park,106,166,1.036172712809984,0.043314760398662
441,10901,Iguazu National Park,107,166,1.437415657102252,0.052690475193050
442,10901,Iguazu National Park,223,78,0.733220988279342,0.020366073468512
443,10901,Iguazu National Park,224,78,1.437415657102252,0.052690475193050
444,10902,Wood Buffalo National Park,42,19,4.494449189010565,0.601676420384401
445,10902,Wood Buffalo National Park,42,20,1.930670771009991,0.108629446888593
446,10902,Wood Buffalo National Park,43,18,3.742226307180971,0.558161240657992
447,10902,Wood Buffalo National Park,43,19,9.809629659642559,2.858737191732472
448,10902,Wood Buffalo National Park,43,20,2.884836961823529,0.132007021288160
449,10902,Wood Buffalo National Park,44,18,8.186697405169527,2.410657348402962
450,10902,Wood Buffalo National Park,44,19,11.368313451852574,3.171591325342731
451,10902,Wood Buffalo National Park,44,20,0.116200386777101,0.000207160725639
452,10902,Wood Buffalo National Park,45,18,10.247076372765328,3.376513136502824
453,10902,Wood Buffalo National Park,45,19,7.102068927259300,1.014395400861738
454,10902,Wood Buffalo National Park,46,17,0.867920821466295,0.027057348975782
455,10902,Wood Buffalo National Park,46,18,7.288331273134535,1.785404297793191
456,10902,Wood Buffalo National Park,47,17,0.366766317254811,0.002510647234953
457,10902,Wood Buffalo National Park,47,18,3.078127512968819,0.177029861072677
458,10902,Wood Buffalo National Park,127,226,1.370140991229101,0.073569292335454
459,10902,Wood Buffalo National Park,128,225,6.875939172074243,1.474163641805902
460,10902,Wood Buffalo National Park,128,226,6.880276838573149,1.716223066568547
461,10902,Wood Buffalo National Park,128,227,1.487688496603947,0.033331073811413
462,10902,Wood Buffalo National Park,129,224,0.910882430666936,0.012394439728463
463,10902,Wood Buffalo National Park,129,225,11.551326324430653,3.514984083860347
464,10902,Wood Buffalo National Park,129,226,10.144192587675457,3.189175517218317
465,10902,Wood Buffalo National Park,129,227,0.281030860753374,0.000954920738078
466,10902,Wood Buffalo National Park,130,224,2.901406503006538,0.131238726985117
467,10902,Wood Buffalo National Park,130,225,8.674846539026598,2.324941248411325
468,10902,Wood Buffalo National Park,130,226,8.495818882807139,2.511792053204224
469,10902,Wood Buffalo National Park,131,224,1.208463793179835,0.070807227244361
470,10902,Wood Buffalo National Park,131,225,4.719477207847682,0.297533386983634
471,10902,Wood Buffalo National Park,131,226,5.270368806854799,0.855193560817168
472,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,14,53,4.118284916347718,0.108902457936283
473,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,14,54,5.336752489041427,0.323312909999537
474,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,15,53,3.044583794486316,0.141944606154421
475,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,120,190,4.418246341022607,0.254433959723610
476,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,120,191,5.595290668454376,0.236359308365887
477,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,121,190,0.557886322380644,0.008638486239681
478,10903,Talamanca Range-La Amistad Reserves / La Amistad National Park,121,191,1.382255031575745,0.056194233406288
479,10904,Lake Malawi National Park,47,174,0.735504238068325,0.006119163909254
480,10904,Lake Malawi National Park,167,70,0.104579204845823,0.000200409992555
481,10904,Lake Malawi National Park,168,70,0.735504238068325,0.006119163909254
482,10905,Chitwan National Park,9,203,3.281481990263893,0.107738742074075
483,10905,Chitwan National Park,10,203,0.166119225928477,0.001020365721964
484,10905,Chitwan National Park,141,41,1.488133451588612,0.064355926659031
485,10905,Chitwan National Park,142,41,3.079417608245449,0.095127546782585
486,10906,Salonga National Park,53,183,2.701731064153875,0.189932120041771
487,10906,Salonga National Park,54,182,5.380322671130407,0.853900499196725
488,10906,Salonga National Park,54,183,8.770990856586312,1.324572079078437
489,10906,Salonga National Park,55,182,3.881521818302693,0.613315838516416
490,10906,Salonga National Park,55,183,3.496550018789881,0.331375815739339
491,10906,Salonga National Park,177,61,2.157869289067891,0.162864876761302
492,10906,Salonga National Park,177,62,0.943820281260553,0.047668366108657
493,10906,Salonga National Park,178,61,7.990953770070988,1.295864628571824
494,10906,Salonga National Park,178,62,5.789740738102681,1.204051997558442
495,10906,Salonga National Park,179,61,5.129340998579311,0.451017821957352
496,10906,Salonga National Park,179,62,2.426379889897679,0.147357037056455
497,10907,"Mana Pools National Park, Sapi and Chewore Safari Areas",50,173,2.421045435815263,0.191630009048884
498,10907,"Mana Pools National Park, Sapi and Chewore Safari Areas",51,173,3.220015992117940,0.509827060825499
499,10907,"Mana Pools National Park, Sapi and Chewore Safari Areas",170,71,2.330957157342508,0.165176181254939
500,10907,"Mana Pools National Park, Sapi and Chewore Safari Areas",171,71,3.443866713998097,0.549035749621410
501,10908,Yosemite National Park,42,34,3.187863593572267,0.309632652759789
502,10908,Yosemite National Park,43,33,1.380359147332593,0.042601145507199
503,10908,Yosemite National Park,43,34,2.513901947316231,0.231901052664836
504,10908,Yosemite National Park,139,210,3.187291755333415,0.309632243492558
505,10908,Yosemite National Park,139,211,0.969007194377095,0.011917189251809
506,10908,Yosemite National Park,140,210,2.050016589819069,0.096194949545106
507,12202,Gondwana Rainforests of Australia,88,80,0.062906924655132,0.000126074951705
508,12202,Gondwana Rainforests of Australia,89,79,2.305767242540711,0.017071804733275
509,12202,Gondwana Rainforests of Australia,89,80,11.836572067016796,0.132275679036896
510,12202,Gondwana Rainforests of Australia,89,81,8.424068477512281,0.127170597724614
511,12202,Gondwana Rainforests of Australia,89,82,7.005723268709446,0.108591719599507
512,12202,Gondwana Rainforests of Australia,90,79,2.453195375781764,0.020145761913385
513,12202,Gondwana Rainforests of Australia,90,80,0.713148446183298,0.002226029286116
514,12202,Gondwana Rainforests of Australia,90,81,0.771876541492336,0.004770907127150
515,12202,Gondwana Rainforests of Australia,90,82,1.346997278699327,0.021243484443707
516,12202,Gondwana Rainforests of Australia,205,164,0.601179804462753,0.001566922464781
517,12202,Gondwana Rainforests of Australia,205,165,0.996264078165431,0.003014164796839
518,12202,Gondwana Rainforests of Australia,206,162,0.117436913671836,0.000701055545453
519,12202,Gondwana Rainforests of Australia,206,163,2.405776261393892,0.040386889651806
520,12202,Gondwana Rainforests of Australia,206,164,11.309179371047644,0.128481438532524
521,12202,Gondwana Rainforests of Australia,206,165,2.049959934828883,0.017760357987543
522,12202,Gondwana Rainforests of Australia,207,162,7.023232474216158,0.110636729887035
523,12202,Gondwana Rainforests of Australia,207,163,8.486253715907814,0.129297385769900
524,12202,Gondwana Rainforests of Australia,207,164,1.178051118477486,0.027527218341309
525,12202,Gondwana Rainforests of Australia,208,162,1.669715759923194,0.029310033494067
526,12203,Iguaçu National Park,106,166,3.176634119958717,0.114927146744457
527,12203,Iguaçu National Park,106,167,1.273835037589160,0.051815257917496
528,12203,Iguaçu National Park,107,166,1.377702745382728,0.022943583432831
529,12203,Iguaçu National Park,223,77,0.919903662064164,0.028701988927766
530,12203,Iguaçu National Park,223,78,2.944172725446050,0.125855104949648
531,12203,Iguaçu National Park,224,77,0.804751284701648,0.010458310600605
532,12203,Iguaçu National Park,224,78,2.147710371076493,0.053580896733370
533,12206,Garajonay National Park,75,203,0.517044150726000,0.003421630334674
534,12206,Garajonay National Park,75,204,0.024040087174196,0.000009053302596
535,12206,Garajonay National Park,207,41,0.517044150726000,0.003421630334674
536,12206,Garajonay National Park,208,40,0.517044150726000,0.003421630334674
537,12207,Giant's Causeway and Causeway Coast,61,223,0.130340107603369,0.000300521803124
538,12207,Giant's Causeway and Causeway Coast,62,222,0.130340107603369,0.000300521803124
539,12207,Giant's Causeway and Causeway Coast,62,223,0.130340107603369,0.000300521803124
540,12207,Giant's Causeway and Causeway Coast,206,22,0.130340107603369,0.000300521803124
541,12207,Giant's Causeway and Causeway Coast,207,21,0.130340107603369,0.000300521803124
542,12209,Škocjan Caves,51,216,0.175605792623262,0.000463111425544
543,12209,Škocjan Caves,190,28,0.175605792623262,0.000463111425544
544,12209,Škocjan Caves,191,28,0.175605792623262,0.000463111425544
545,12896,Henderson Island,39,77,0.255662548269269,0.003657441047351
546,12896,Henderson Island,154,167,0.255662548269269,0.003657441047351
547,14177,Sundarbans National Park,7,199,1.778688907155299,0.090772246183426
548,14177,Sundarbans National Park,138,45,1.778688907155299,0.090772246183426
549,16791,Sinharaja Forest Reserve,15,188,0.612466635752896,0.007831246653365
550,16791,Sinharaja Forest Reserve,141,56,0.612466635752896,0.007831246653365
551,16792,Manovo-Gounda St Floris National Park,52,190,3.880071618324598,0.551447761698649
552,16792,Manovo-Gounda St Floris National Park,52,191,1.728528044139509,0.167833786107870
553,16792,Manovo-Gounda St Floris National Park,53,190,4.840221932466187,1.037498349346319
554,16792,Manovo-Gounda St Floris National Park,53,191,2.269887503076302,0.110428880921268
555,16792,Manovo-Gounda St Floris National Park,179,53,0.722303719988228,0.022844202992177
556,16792,Manovo-Gounda St Floris National Park,179,54,4.660545959836600,0.709552230018167
557,16792,Manovo-Gounda St Floris National Park,180,53,2.751692912864852,0.273252858437421
558,16792,Manovo-Gounda St Floris National Park,180,54,4.402121876247835,0.849682719979802
559,16793,Nanda Devi and Valley of Flowers National Parks,11,205,1.563264431304815,0.067546251220802
560,16793,Nanda Devi and Valley of Flowers National Parks,12,205,1.646130515899202,0.069158556439787
561,16793,Nanda Devi and Valley of Flowers National Parks,145,39,1.646130515899202,0.069158556439787
562,17050,Mount Taishan,122,35,0.641065132802378,0.027039968918980
563,17050,Mount Taishan,219,209,0.641065132802378,0.027039968918980
564,17050,Mount Taishan,220,209,0.626912406953461,0.026126948705531
565,17757,Wet Tropics of Queensland,95,72,13.538103230932391,0.301391934487987
566,17757,Wet Tropics of Queensland,95,73,7.145313523539730,0.212646670531209
567,17757,Wet Tropics of Queensland,96,71,7.853866542608317,0.245347672880895
568,17757,Wet Tropics of Queensland,96,72,8.085072726512998,0.138665266335685
569,17757,Wet Tropics of Queensland,209,171,7.215757597898985,0.201442167959619
570,17757,Wet Tropics of Queensland,209,172,16.246315696100240,0.355577756454125
571,17757,Wet Tropics of Queensland,209,173,7.013635411716363,0.226080223912562
572,17758,Dja Faunal Reserve,58,186,0.969349745713552,0.041349834480082
573,17758,Dja Faunal Reserve,59,186,3.730273819076333,0.472567117650063
574,17758,Dja Faunal Reserve,184,58,3.482605442451135,0.467649125180345
575,17758,Dja Faunal Reserve,185,58,1.414034230018462,0.054857050747533
576,17759,Gros Morne National Park,4,26,0.023482471104311,0.000023101828092
577,17759,Gros Morne National Park,5,25,2.677221547658824,0.146103155701691
578,17759,Gros Morne National Park,5,26,3.575632135865109,0.103469394653751
579,17759,Gros Morne National Park,6,25,2.420677402776185,0.052074449095318
580,17759,Gros Morne National Park,6,26,0.617378342586859,0.009976698651544
581,17759,Gros Morne National Park,96,218,1.702949930459582,0.047245618175253
582,17759,Gros Morne National Park,96,219,4.613909669245608,0.214711017027350
583,17759,Gros Morne National Park,97,218,3.815306598048723,0.152144376832135
584,17759,Gros Morne National Park,97,219,2.192671600657064,0.110356147611165
585,17760,Manú National Park,3,68,1.088737137833822,0.047310196463865
586,17760,Manú National Park,3,69,1.363624706733576,0.056605499411404
587,17760,Manú National Park,4,68,5.262833145740065,1.043954906170328
588,17760,Manú National Park,4,69,4.092650841864562,0.413499361295627
589,17760,Manú National Park,115,175,0.979895394632044,0.012336239029166
590,17760,Manú National Park,115,176,3.189930328969875,0.240403964988872
591,17760,Manú National Park,116,175,4.206343942458235,0.497725653710069
592,17760,Manú National Park,116,176,4.467275388810675,0.881658618244741
593,17761,Kilimanjaro National Park,44,182,1.630249741823686,0.061007747743537
594,17761,Kilimanjaro National Park,167,62,0.819430283053968,0.017433643393443
595,17761,Kilimanjaro National Park,168,62,1.630249741823686,0.061007747743537
596,18337,Hawaii Volcanoes National Park,62,47,1.677592786917549,0.061306308251595
597,18337,Hawaii Volcanoes National Park,63,46,1.151213855352063,0.029635534338238
598,18337,Hawaii Volcanoes National Park,63,47,1.067125407466566,0.027472989399133
599,18337,Hawaii Volcanoes National Park,165,197,1.247348863283286,0.050521007520262
600,18337,Hawaii Volcanoes National Park,165,198,0.997948552460994,0.019472425695073
601,18337,Hawaii Volcanoes National Park,166,197,1.619439074159307,0.055535135944263
602,18862,Meteora,47,212,0.082953760932798,0.000285493829670
603,18862,Meteora,48,211,0.082953760932798,0.000285493829670
604,18862,Meteora,48,212,0.082953760932798,0.000285493829670
605,18862,Meteora,184,32,0.082953760932798,0.000285493829670
606,18862,Meteora,184,33,0.082953760932798,0.000285493829670
607,18862,Meteora,185,32,0.082953760932798,0.000285493829670
608,18863,Mount Athos,45,212,0.783047832301873,0.022440124973477
609,18863,Mount Athos,46,212,1.241941434845626,0.036813907266952
610,18863,Mount Athos,182,32,0.205654782384206,0.002300796777046
611,18863,Mount Athos,183,32,1.241941434845626,0.036813907266952
612,20062,Sian Ka'an,18,46,0.858065584247974,0.014906099085462
613,20062,Sian Ka'an,18,47,1.393099461704089,0.071149372161828
614,20062,Sian Ka'an,19,46,2.351016022265137,0.283806581051103
615,20062,Sian Ka'an,19,47,2.006564419012322,0.211276186832253
616,20062,Sian Ka'an,121,197,0.578136689352802,0.012611614276469
617,20062,Sian Ka'an,121,198,1.852448985977318,0.120246941314867
618,20062,Sian Ka'an,122,197,2.275385443381501,0.289176886663347
619,20062,Sian Ka'an,122,198,2.102877324497242,0.206577053695977
620,20171,Cliff of Bandiagara (Land of the Dogons),68,194,2.559132627928106,0.277750227108294
621,20171,Cliff of Bandiagara (Land of the Dogons),196,50,2.489499256190613,0.266828452193211
622,20171,Cliff of Bandiagara (Land of the Dogons),197,50,1.401543148615548,0.084280935302748
623,20388,Banc d'Arguin National Park,75,197,0.915340256158438,0.037368107560030
624,20388,Banc d'Arguin National Park,75,198,4.073613947530624,0.780714407370523
625,20388,Banc d'Arguin National Park,75,199,0.675082812960751,0.007301553698341
626,20388,Banc d'Arguin National Park,76,197,1.713683067869483,0.164830010123573
627,20388,Banc d'Arguin National Park,76,198,3.374037540225017,0.508147075567472
628,20388,Banc d'Arguin National Park,205,46,2.989481316193404,0.281510217845249
629,20388,Banc d'Arguin National Park,205,47,1.354649303001368,0.115365590350193
630,20388,Banc d'Arguin National Park,206,45,0.057505766256626,0.000049765265743
631,20388,Banc d'Arguin National Park,206,46,4.106476193052234,0.941424529531530
632,20388,Banc d'Arguin National Park,206,47,1.324196047070035,0.064368658646374
633,20399,Mosi-oa-Tunya / Victoria Falls,53,172,0.651854886336475,0.006579188161465
634,20399,Mosi-oa-Tunya / Victoria Falls,54,171,0.378786863884425,0.004352811252742
635,20399,Mosi-oa-Tunya / Victoria Falls,54,172,0.638959507814039,0.006228247498746
636,20399,Mosi-oa-Tunya / Victoria Falls,173,72,0.651854886336475,0.006579188161465
637,26649,Tongariro National Park,72,87,4.282107084942466,0.082683177630158
638,26649,Tongariro National Park,73,87,4.282107084942466,0.082683177630158
639,26649,Tongariro National Park,193,157,4.282107084942466,0.082683177630158
640,26649,Tongariro National Park,194,157,0.661605038415279,0.001994881870652
641,26651,Río Abiseo National Park,8,65,2.731258022854937,0.206177421106337
642,26651,Río Abiseo National Park,8,66,1.082891303387524,0.039606620099019
643,26651,Río Abiseo National Park,118,179,0.361817548373885,0.005147738417006
644,26651,Río Abiseo National Park,119,178,1.166394577210448,0.048671449043341
645,26651,Río Abiseo National Park,119,179,2.666775675071599,0.197949210684041
646,26652,Te Wahipounamu – South West New Zealand,75,90,4.162036839035192,0.427577819842043
647,26652,Te Wahipounamu – South West New Zealand,75,91,4.019204146109775,0.441775633973327
648,26652,Te Wahipounamu – South West New Zealand,76,90,3.536269154031305,0.310625462333776
649,26652,Te Wahipounamu – South West New Zealand,76,91,7.955638701612115,1.364078501910338
650,26652,Te Wahipounamu – South West New Zealand,76,92,5.775221732734380,0.974430235606155
651,26652,Te Wahipounamu – South West New Zealand,77,91,3.938154776832651,0.616610997686493
652,26652,Te Wahipounamu – South West New Zealand,77,92,4.629887103272748,0.782654023356034
653,26652,Te Wahipounamu – South West New Zealand,197,154,2.351407330388035,0.238479436130330
654,26652,Te Wahipounamu – South West New Zealand,198,153,4.601440965103796,0.462550181234577
655,26652,Te Wahipounamu – South West New Zealand,198,154,5.778768574409967,0.576127170305442
656,26652,Te Wahipounamu – South West New Zealand,199,152,1.972713338724814,0.068573955975669
657,26652,Te Wahipounamu – South West New Zealand,199,153,7.580594240086894,1.357308230380804
658,26652,Te Wahipounamu – South West New Zealand,199,154,0.264026217385926,0.002898737890628
659,26652,Te Wahipounamu – South West New Zealand,200,152,6.375753207274834,1.040078547777197
660,26652,Te Wahipounamu – South West New Zealand,200,153,3.916539239641224,0.636407032243601
661,26652,Te Wahipounamu – South West New Zealand,201,152,3.342233569346639,0.252143802003003
662,26653,Tsingy de Bemaraha Strict Nature Reserve,41,171,3.155945228193599,0.134120734932001
663,26653,Tsingy de Bemaraha Strict Nature Reserve,160,73,2.213674323300640,0.059892450089357
664,26653,Tsingy de Bemaraha Strict Nature Reserve,161,73,3.096661723508983,0.131732633568564
665,26654,Mount Huangshan,120,39,0.483237859445324,0.015307207827689
666,26654,Mount Huangshan,220,205,0.483237859445324,0.015307207827689
667,26689,Canadian Rocky Mountain Parks,42,24,0.963591353357248,0.037503527155150
668,26689,Canadian Rocky Mountain Parks,42,25,1.862422326721199,0.073468407986895
669,26689,Canadian Rocky Mountain Parks,43,24,6.547471731652540,0.966905572700667
670,26689,Canadian Rocky Mountain Parks,43,25,3.811982426817005,0.205635034732992
671,26689,Canadian Rocky Mountain Parks,44,23,3.564399068406633,0.462603521765475
672,26689,Canadian Rocky Mountain Parks,44,24,9.429995614341181,1.254039950096862
673,26689,Canadian Rocky Mountain Parks,44,25,0.333313301193804,0.003031436610037
674,26689,Canadian Rocky Mountain Parks,45,23,7.953694617829383,1.725138908194530
675,26689,Canadian Rocky Mountain Parks,45,24,3.466500948719425,0.198597559978100
676,26689,Canadian Rocky Mountain Parks,46,23,5.260571122956479,0.902611779743367
677,26689,Canadian Rocky Mountain Parks,47,23,0.476687632496254,0.009760357014008
678,26689,Canadian Rocky Mountain Parks,133,219,2.169554935568754,0.041698859087816
679,26689,Canadian Rocky Mountain Parks,133,220,4.788327648643572,0.682052635080297
680,26689,Canadian Rocky Mountain Parks,133,221,0.208707649464835,0.001474738879813
681,26689,Canadian Rocky Mountain Parks,134,219,3.627226817167814,0.241215880804290
682,26689,Canadian Rocky Mountain Parks,134,220,9.339090368981026,1.224267096131163
683,26689,Canadian Rocky Mountain Parks,134,221,5.955244798293594,1.252414386924987
684,26689,Canadian Rocky Mountain Parks,135,219,0.496572568550902,0.009674315304911
685,26689,Canadian Rocky Mountain Parks,135,220,6.358978413143140,0.608442588006200
686,26689,Canadian Rocky Mountain Parks,135,221,7.332103487987764,1.510802572124794
687,26689,Canadian Rocky Mountain Parks,136,221,3.341477743054453,0.310132052638764
688,61604,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),95,86,0.177516572656118,0.000301054631764
689,61604,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),96,86,0.177516572656118,0.000301054631764
690,61604,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),100,73,0.461180937454545,0.009116063943074
691,61604,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),214,171,0.461180937454545,0.009116063943074
692,61604,Australian Fossil Mammal Sites (Riversleigh / Naracoorte),215,158,0.177516572656118,0.000301054631764
693,61608,Rwenzori Mountains National Park,48,184,1.878988504139782,0.080408581815782
694,61608,Rwenzori Mountains National Park,48,185,0.344784841322770,0.003332607822391
695,61608,Rwenzori Mountains National Park,173,59,0.412578236385393,0.004551823196806
696,61608,Rwenzori Mountains National Park,173,60,1.799928041224939,0.079375093822292
697,61609,Bwindi Impenetrable National Park,48,183,0.238470139132819,0.001166850713554
698,61609,Bwindi Impenetrable National Park,49,183,1.390772521480424,0.026588425046428
699,61609,Bwindi Impenetrable National Park,173,61,1.390772521480424,0.026588425046428
700,61610,Los Katíos National Park,10,55,1.490611694505613,0.066315412394455
701,61610,Los Katíos National Park,116,189,0.737646273703616,0.023687173896769
702,61610,Los Katíos National Park,116,190,0.682398580945670,0.015610183445458
703,61610,Los Katíos National Park,117,189,1.490611694505613,0.066315412394455
704,61611,Doñana National Park,66,210,1.204837498832817,0.054246954644450
705,61611,Doñana National Park,202,34,1.204837498832817,0.054246954644450
706,61612,Canaima National Park,1,55,1.286062793675487,0.075981559933172
707,61612,Canaima National Park,1,56,2.955652654438393,0.396385297310903
708,61612,Canaima National Park,106,187,1.339693959171652,0.106070075827954
709,61612,Canaima National Park,106,188,1.943260818036837,0.155415548203356
710,61612,Canaima National Park,107,187,4.202985427507727,0.437497933836355
711,61612,Canaima National Park,107,188,6.399108432914417,1.830155572259184
712,61612,Canaima National Park,107,189,1.459644977991986,0.079406134802050
713,61612,Canaima National Park,108,188,2.689165583661760,0.182000103459769
714,61612,Canaima National Park,232,56,1.689442930266060,0.105607492227295
